chrom	start	end	name	repeat_unit_size	color_rgb
chr10_hap1	39970736	39972091	#300:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	39972091	39972768	#301:S1C10H1L.1-2_5_6/8	4	(31, 119, 180)
chr10_hap1	39972768	39974122	#302:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	39974122	39974802	#303:S1C10H1L.1-2_5_6/8	4	(31, 119, 180)
chr10_hap1	39974802	39976159	#304:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	39976159	39977178	#305:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	39977178	39978536	#306:S1C10H1L.1-5_6/2/4_5_6/8	8	(174, 199, 232)
chr10_hap1	39978536	39979892	#307:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	39979892	39980572	#308:S1C10H1L.1-2_5_6/8	4	(31, 119, 180)
chr10_hap1	39980572	39982269	#309:S1C10H1L.1-5_6/2/4_5-8	10	(255, 127, 14)
chr10_hap1	39982269	39982949	#310:S1C10H1L.1-2_5_6/8	4	(31, 119, 180)
chr10_hap1	39982949	39983968	#311:S1C10H1L.1-3_2_5_6/8	6	(174, 199, 232)
chr10_hap1	39983968	39985320	#312:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	39985320	39986339	#313:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	39986339	39987696	#314:S1C10H1L.1-5_6/2/4_5_6/8	8	(174, 199, 232)
chr10_hap1	39987696	39988374	#315:S1C10H1L.1-2_5_6/8	4	(31, 119, 180)
chr10_hap1	39988374	39989731	#316:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	39989731	39990746	#317:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	39990746	39992104	#318:S1C10H1L.1-5_6/2/4_5_6/8	8	(174, 199, 232)
chr10_hap1	39992104	39994140	#319:S1C10H1L.1-3_2_5_6/2/4_3-8	12	(255, 127, 14)
chr10_hap1	39994140	39995497	#320:S1C10H1L.1-5_6/2/4_5_6/8	8	(174, 199, 232)
chr10_hap1	39995497	39997533	#321:S1C10H1L.1-3_2_5_6/2/4_3-8	12	(255, 127, 14)
chr10_hap1	39997533	39998552	#322:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	39998552	39999232	#323:S1C10H1L.1-2_5_6/8	4	(31, 119, 180)
chr10_hap1	39999232	40000589	#324:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40000589	40001269	#325:S1C10H1L.1-2_5_6/8	4	(31, 119, 180)
chr10_hap1	40001269	40002626	#326:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40002626	40003306	#327:S1C10H1L.1-2_5_6/8	4	(31, 119, 180)
chr10_hap1	40003306	40004324	#328:S1C10H1L.1-5_6/8	6	(174, 199, 232)
chr10_hap1	40004324	40005681	#329:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40005681	40006361	#330:S1C10H1L.1-2_5_6/8	4	(31, 119, 180)
chr10_hap1	40006361	40007039	#331:S1C10H1L.1-2_5_6/8	4	(31, 119, 180)
chr10_hap1	40007039	40008396	#332:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40008396	40009411	#333:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40009411	40010769	#334:S1C10H1L.1-5_6/2/4_5_6/8	8	(174, 199, 232)
chr10_hap1	40010769	40012805	#335:S1C10H1L.1-3_2_5_6/2/4_3-8	12	(255, 127, 14)
chr10_hap1	40012805	40013485	#336:S1C10H1L.1-2_5_6/8	4	(31, 119, 180)
chr10_hap1	40013485	40013824	#337:S1C10H1L.7-8	2	(31, 119, 180)
chr10_hap1	40013824	40015181	#338:S1C10H1L.1-5_6/2/4_5_6/8	8	(174, 199, 232)
chr10_hap1	40015181	40017217	#339:S1C10H1L.1-3_2_5_6/2/4_3-8	12	(255, 127, 14)
chr10_hap1	40017217	40018236	#340:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40018236	40018916	#341:S1C10H1L.1-2_5_6/8	4	(31, 119, 180)
chr10_hap1	40018916	40020272	#342:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40020272	40020952	#343:S1C10H1L.1-2_5_6/8	4	(31, 119, 180)
chr10_hap1	40020952	40022309	#344:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40022309	40024682	#345:S1C10H1L.1-7_2-8	14	(255, 187, 120)
chr10_hap1	40024682	40025359	#346:S1C10H1L.1-4	4	(31, 119, 180)
chr10_hap1	40025360	40026040	#347:S1C10H1L.1-2_5_6/8	4	(31, 119, 180)
chr10_hap1	40026040	40027059	#348:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40027059	40028587	#349:S1C10H1L.1-5_6/2/4_5-6_7/5	9	(174, 199, 232)
chr10_hap1	40028761	40029436	#350:S1C10H1L.7_8/2_5_6/8	4	(31, 119, 180)
chr10_hap1	40029436	40030455	#351:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40030455	40031473	#352:S1C10H1L.1-5_6/8	6	(174, 199, 232)
chr10_hap1	40031473	40032830	#353:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40032830	40033849	#354:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40033849	40034529	#355:S1C10H1L.1_6/2/4_5_6/8	4	(31, 119, 180)
chr10_hap1	40034529	40035884	#356:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40035884	40037072	#357:S1C10H1L.1-6_7/5	7	(174, 199, 232)
chr10_hap1	40037246	40037921	#358:S1C10H1L.7_8/2_5_6/8	4	(31, 119, 180)
chr10_hap1	40037921	40038940	#359:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40038940	40040297	#360:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40040297	40041316	#361:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40041316	40042673	#362:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40042673	40043353	#363:S1C10H1L.1-2_5_6/8	4	(31, 119, 180)
chr10_hap1	40043353	40044372	#364:S1C10H1L.1-3_2_5_6/8	6	(174, 199, 232)
chr10_hap1	40044372	40045391	#365:S1C10H1L.1_6/2/4_5-8	6	(174, 199, 232)
chr10_hap1	40045391	40046409	#366:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40046409	40048107	#367:S1C10H1L.1-2_3/5_6/2/4_3-8	10	(255, 127, 14)
chr10_hap1	40048107	40049126	#368:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40049126	40050483	#369:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40050483	40051840	#370:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40051840	40052520	#371:S1C10H1L.1-2_5_6/8	4	(31, 119, 180)
chr10_hap1	40052520	40053539	#372:S1C10H1L.1-3_2_5_6/8	6	(174, 199, 232)
chr10_hap1	40053539	40054558	#373:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40054558	40055913	#374:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40055913	40056593	#375:S1C10H1L.1-2_5_6/8	4	(31, 119, 180)
chr10_hap1	40056593	40057612	#376:S1C10H1L.1-3_2_5_6/8	6	(174, 199, 232)
chr10_hap1	40057612	40058631	#377:S1C10H1L.1_6/2/4_5-8	6	(174, 199, 232)
chr10_hap1	40058631	40059649	#378:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40059649	40061347	#379:S1C10H1L.1-2_3/5_6/2/4_3-8	10	(255, 127, 14)
chr10_hap1	40061347	40062027	#380:S1C10H1L.1-2_5_6/8	4	(31, 119, 180)
chr10_hap1	40062027	40062706	#381:S1C10H1L.1-2_5_8	4	(31, 119, 180)
chr10_hap1	40062706	40064401	#382:S1C10H1L.1-2_3/5_6/2/4_3-8	10	(255, 127, 14)
chr10_hap1	40064401	40065081	#383:S1C10H1L.1-2_5_6/8	4	(31, 119, 180)
chr10_hap1	40065081	40065758	#384:S1C10H1L.1-2_5_8	4	(31, 119, 180)
chr10_hap1	40065758	40067115	#385:S1C10H1L.1-2_3/5_6/2/4_5-8	8	(174, 199, 232)
chr10_hap1	40067115	40068134	#386:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40068134	40069490	#387:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40069490	40070847	#388:S1C10H1L.1-5_6/2/4_5_6/8	8	(174, 199, 232)
chr10_hap1	40070847	40072204	#389:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40072204	40072884	#390:S1C10H1L.1-2_5_6/8	4	(31, 119, 180)
chr10_hap1	40072884	40073903	#391:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40073903	40075260	#392:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40075260	40076279	#393:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40076279	40077299	#394:S1C10H1L.1-2_3/5_6/2/4_5_6/8	6	(174, 199, 232)
chr10_hap1	40077299	40078318	#395:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40078318	40079675	#396:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40079675	40080694	#397:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40080694	40082393	#398:S1C10H1L.1-2_3/5_6/2/4_5_6/2/4_5-8	10	(255, 127, 14)
chr10_hap1	40082393	40083411	#399:S1C10H1L.1_2/4_5-8	6	(174, 199, 232)
chr10_hap1	40083411	40084430	#400:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40084430	40085448	#401:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40085448	40086805	#402:S1C10H1L.1-5_6/2/4_5_6/8	8	(174, 199, 232)
chr10_hap1	40086805	40088162	#403:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40088162	40088842	#404:S1C10H1L.1-2_5_6/8	4	(31, 119, 180)
chr10_hap1	40088842	40089861	#405:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40089861	40090880	#406:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40090880	40091900	#407:S1C10H1L.1-2_3/5_6/2/4_5_6/8	6	(174, 199, 232)
chr10_hap1	40091900	40092919	#408:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40092919	40094276	#409:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40094276	40095295	#410:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40095295	40096994	#411:S1C10H1L.1-2_3/5_6/2/4_5_6/2/4_5-8	10	(255, 127, 14)
chr10_hap1	40096994	40098012	#412:S1C10H1L.1_2/4_5-8	6	(174, 199, 232)
chr10_hap1	40098012	40099031	#413:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40099031	40100049	#414:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40100049	40101406	#415:S1C10H1L.1-5_6/2/4_5_6/8	8	(174, 199, 232)
chr10_hap1	40101406	40102763	#416:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40102763	40103443	#417:S1C10H1L.1-2_5_6/8	4	(31, 119, 180)
chr10_hap1	40103443	40104462	#418:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40104462	40105481	#419:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40105481	40106501	#420:S1C10H1L.1-2_3/5_6/2/4_5_6/8	6	(174, 199, 232)
chr10_hap1	40106501	40107520	#421:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40107520	40108877	#422:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40108877	40109896	#423:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40109896	40111255	#424:S1C10H1L.1-2_5_6/2/4_5-8	8	(174, 199, 232)
chr10_hap1	40111255	40112273	#425:S1C10H1L.1_2/4_5-8	6	(174, 199, 232)
chr10_hap1	40112273	40113292	#426:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40113292	40114310	#427:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40114310	40115667	#428:S1C10H1L.1-5_6/2/4_5_6/8	8	(174, 199, 232)
chr10_hap1	40115667	40117024	#429:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40117024	40117704	#430:S1C10H1L.1-2_5_6/8	4	(31, 119, 180)
chr10_hap1	40117704	40118723	#431:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40118723	40119742	#432:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40119742	40121099	#433:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40121099	40122456	#434:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40122456	40123813	#435:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40123813	40124832	#436:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40124832	40126189	#437:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40126189	40127208	#438:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40127208	40128907	#439:S1C10H1L.1-2_3/5_6/2/4_5_6/2/4_5-8	10	(255, 127, 14)
chr10_hap1	40128907	40129925	#440:S1C10H1L.1_2/4_5-8	6	(174, 199, 232)
chr10_hap1	40129925	40130944	#441:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40130944	40131962	#442:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40131962	40133319	#443:S1C10H1L.1-5_6/2/4_5_6/8	8	(174, 199, 232)
chr10_hap1	40133319	40134676	#444:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40134676	40135356	#445:S1C10H1L.1-2_5_6/8	4	(31, 119, 180)
chr10_hap1	40135356	40136375	#446:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40136375	40137394	#447:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40137394	40138751	#448:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40138751	40140108	#449:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40140108	40141465	#450:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40141465	40142483	#451:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40142483	40142973	#452:S1C10H1L.1-3	3	(31, 119, 180)
chr10_hap1	40142969	40143203	#453:S1C10H1L.1/7_8	1	(31, 119, 180)
chr10_hap1	40143203	40144222	#454:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40144222	40145241	#455:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40145241	40146598	#456:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40146598	40147615	#457:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40147615	40148632	#458:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40148632	40149989	#459:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40149989	40151346	#460:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40151346	40152703	#461:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40152703	40154059	#462:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40154059	40155416	#463:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40155416	40156773	#464:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40156773	40157792	#465:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40157792	40158811	#466:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40158811	40159830	#467:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40159830	40161187	#468:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40161187	40162206	#469:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40162206	40163225	#470:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40163225	40164582	#471:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40164582	40165939	#472:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40165939	40167296	#473:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40167296	40168315	#474:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40168315	40169672	#475:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40169672	40171029	#476:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40171029	40172386	#477:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40172386	40173743	#478:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40173743	40174762	#479:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40174762	40176119	#480:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40176119	40177476	#481:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40177476	40178833	#482:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40178833	40180190	#483:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40180190	40181209	#484:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40181209	40182228	#485:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40182228	40183247	#486:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40183247	40184604	#487:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40184604	40185961	#488:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40185961	40187318	#489:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40187318	40188675	#490:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40188675	40189694	#491:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40189694	40190713	#492:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40190713	40191732	#493:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40191732	40193089	#494:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40193089	40194108	#495:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40194108	40195465	#496:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40195465	40196821	#497:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40196821	40198177	#498:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40198177	40199534	#499:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40199534	40200553	#500:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40200553	40201231	#501:S1C10H1L.1-3_4/8	4	(31, 119, 180)
chr10_hap1	40201231	40202588	#502:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40202588	40203607	#503:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40203607	40204964	#504:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40204964	40205983	#505:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40205983	40206661	#506:S1C10H1L.1-3_4/8	4	(31, 119, 180)
chr10_hap1	40206661	40208018	#507:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40208018	40209037	#508:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40209037	40210394	#509:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40210394	40211413	#510:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40211413	40212770	#511:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40212770	40213789	#512:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40213789	40215146	#513:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40215146	40216503	#514:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40216503	40217860	#515:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40217860	40219217	#516:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40219217	40220574	#517:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40220574	40221931	#518:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40221931	40223288	#519:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40223288	40224645	#520:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40224645	40225664	#521:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40225664	40227021	#522:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40227021	40228378	#523:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40228378	40229397	#524:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40229397	40230754	#525:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40230754	40231773	#526:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40231773	40233130	#527:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40233130	40234487	#528:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40234487	40235506	#529:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40235506	40236863	#530:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40236863	40237882	#531:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40237882	40239239	#532:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40239239	40240596	#533:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40240596	40241615	#534:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40241615	40242972	#535:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40242972	40243991	#536:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40243991	40245348	#537:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40245348	40246705	#538:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40246705	40248062	#539:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40248062	40249419	#540:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40249419	40250776	#541:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40250776	40252133	#542:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40252133	40253152	#543:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40253152	40254509	#544:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40254509	40255866	#545:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40255866	40257223	#546:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40257223	40258242	#547:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40258242	40259599	#548:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40259599	40260956	#549:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40260956	40262313	#550:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40262313	40263670	#551:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40263670	40265027	#552:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40265027	40266384	#553:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40266384	40267741	#554:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40267741	40268760	#555:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40268760	40270117	#556:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40270117	40271136	#557:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40271136	40272493	#558:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40272493	40273512	#559:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40273512	40274869	#560:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40274869	40275888	#561:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40275888	40277245	#562:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40277245	40278602	#563:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40278602	40279959	#564:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40279959	40281316	#565:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40281316	40282673	#566:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40282673	40284030	#567:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40284030	40285387	#568:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40285387	40286406	#569:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40286406	40287425	#570:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40287425	40288782	#571:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40288782	40289801	#572:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40289801	40291158	#573:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40291158	40292515	#574:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40292515	40293534	#575:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40293534	40294891	#576:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40294891	40295910	#577:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40295910	40297267	#578:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40297267	40298624	#579:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40298624	40299981	#580:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40299981	40301338	#581:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40301338	40302695	#582:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40302695	40304052	#583:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40304052	40305071	#584:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40305071	40306428	#585:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40306428	40307447	#586:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40307447	40308804	#587:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40308804	40310161	#588:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40310161	40311518	#589:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40311518	40312875	#590:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40312875	40314232	#591:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40314232	40315589	#592:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40315589	40316608	#593:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40316608	40317965	#594:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40317965	40319322	#595:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40319322	40320679	#596:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40320679	40322036	#597:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40322036	40323393	#598:S1C10H1L.1-8	8	(174, 199, 232)
chr10_hap1	40323393	40324412	#599:S1C10H1L.1-2_5-8	6	(174, 199, 232)
chr10_hap1	40324412	40325769	#600:S1C10H1L.1-8	8	(174, 199, 232)
