chr	start	end	het_ratio	het_length
chr2	30021351	30021417	46.5	66
chr2	30044685	30046450	47.5	1765
chr2	30291034	30291048	39	14
chr2	30293824	30295221	46.3	1397
chr2	30299567	30301385	46.5	1818
chr2	30414394	30415316	44.9	922
chr2	30428705	30430115	47.7	1410
chr2	30443274	30444727	48.6	1453
chr2	30451898	30452905	44.4	1007
chr2	30611059	30612270	38.6	1211
chr2	30685763	30687428	43.3	1665
chr2	30688824	30690987	42.9	2163
chr2	30691687	30692323	47.6	636
chr2	30693245	30694795	50	1550
chr2	30717096	30717886	44.2	790
chr2	30769569	30771193	44.9	1624
chr2	30826462	30829176	43.1	2714
chr2	30854988	30856846	45.2	1858
chr2	30861466	30862235	48.9	769
chr2	30902656	30903361	41.9	705
chr2	30933690	30934219	45	529
chr2	31065613	31068062	50	2449
chr2	31069378	31071476	47.4	2098
chr2	31073694	31074503	48.4	809
chr2	31079751	31079820	47.2	69
chr2	31081236	31082760	50	1524
chr2	31086968	31089802	43.1	2834
chr2	31092125	31095005	47.5	2880
chr2	31117450	31118718	44.4	1268
chr2	31132359	31133752	44.2	1393
chr2	31142124	31142937	39.6	813
chr2	31144200	31145388	47.1	1188
chr2	31149655	31150101	47.4	446
chr2	31162976	31163818	40.4	842
chr2	31217308	31221546	46.2	4238
chr2	31236884	31237768	42.9	884
chr2	31282216	31283327	46	1111
chr2	31285671	31287611	44.2	1940
chr2	31295095	31296178	47.8	1083
chr2	31300509	31302915	41.3	2406
chr2	31391950	31392798	46.2	848
chr2	31397192	31398377	47.8	1185
chr2	31399317	31400848	46.9	1531
chr2	31561210	31562406	45.1	1196
chr2	31576715	31577741	46.5	1026
chr2	31620887	31621766	36.8	879
chr2	31622734	31623207	43.2	473
chr2	31630658	31631555	42.9	897
chr2	31634875	31636025	38.1	1150
chr2	31776694	31777000	44.4	306
chr2	31840064	31841107	46	1043
chr2	31971196	31972433	48.1	1237
chr2	32049470	32050594	47.6	1124
chr2	32159316	32159804	13.6	488
chr2	32260789	32262337	37.5	1548
chr2	32743981	32745158	44.9	1177
chr2	32784916	32785863	50	947
chr2	32803029	32803878	45.1	849
chr2	32868709	32869323	46	614
chr2	32955662	32955912	47.5	250
chr2	32964360	32965557	45.9	1197
chr2	32970481	32971409	49.1	928
chr2	33042344	33042832	38.1	488
chr2	33088552	33089283	41.7	731
chr2	33117748	33118941	37.8	1193
chr2	33121955	33126196	41.9	4241
chr2	33127055	33128738	45	1683
chr2	33156796	33158137	41.1	1341
chr2	33163550	33164224	40.4	674
chr2	33191449	33192293	46.5	844
chr2	33194885	33197000	48.8	2115
chr2	33198077	33198616	49	539
chr2	33199860	33201721	48	1861
chr2	33202430	33204174	47.8	1744
chr2	33208792	33211008	43.5	2216
chr2	33211671	33212082	31	411
chr2	33215532	33217486	40	1954
chr2	33218265	33218672	36.5	407
chr2	33220748	33229164	41.5	8416
chr2	33231336	33231791	43.1	455
chr2	33232479	33234578	41.8	2099
chr2	33246792	33249285	40.5	2493
chr2	33273839	33274861	44.4	1022
chr2	33281992	33282825	41.3	833
chr2	33294880	33295600	48.8	720
chr2	33300762	33300884	47.2	122
chr2	33398789	33399998	50	1209
chr2	33443520	33444050	42.1	530
chr2	33478698	33481813	34	3115
chr2	33487534	33489016	39.6	1482
chr2	33509728	33510628	41.3	900
chr2	33515592	33516911	47.4	1319
chr2	33518906	33520878	48.9	1972
chr2	33522026	33523681	45.7	1655
chr2	33585077	33585839	45.7	762
chr2	33640155	33640766	44.9	611
chr2	33650995	33652061	48.9	1066
chr2	33659848	33661463	49	1615
chr2	33679077	33680061	34.8	984
chr2	33711349	33712379	49.1	1030
chr2	33712379	33724697	44.9	12318
chr2	33725021	33750151	49.1	25130
chr2	33750419	33809033	46.5	58614
chr2	33809551	33818404	48.6	8853
chr2	33820029	33845924	42.9	25895
chr2	33846371	33860710	46.7	14339
chr2	33860844	33861875	44.9	1031
chr2	33862083	33864178	40.4	2095
chr2	33865466	33871482	44	6016
chr2	33872567	33873592	47.5	1025
chr2	33873703	33874350	49.2	647
chr2	33874609	33877302	49.2	2693
chr2	33878867	33904697	47.6	25830
chr2	33904781	33921241	46.7	16460
chr2	33921661	33924415	37.1	2754
chr2	33924945	33930579	42.3	5634
chr2	33931772	33934756	44.4	2984
chr2	33935087	33942267	37	7180
chr2	33945491	33947480	49	1989
chr2	33947607	33948842	17.4	1235
chr2	33949667	33951749	46.9	2082
chr2	33952273	33962066	43.9	9793
chr2	33968620	33969685	48.4	1065
chr2	33971248	33988628	38.5	17380
chr2	33988694	33997464	35	8770
chr2	33998119	34000195	48.6	2076
chr2	34003242	34008025	46.5	4783
chr2	34009618	34022660	43.2	13042
chr2	34022851	34063391	39.5	40540
chr2	34064515	34080102	47.6	15587
chr2	34081476	34082969	43.2	1493
chr2	34083618	34107365	48.8	23747
chr2	34107857	34108801	45.7	944
chr2	34109122	34110183	46.8	1061
chr2	34111944	34112911	50	967
chr2	34113669	34116241	48.8	2572
chr2	34117268	34128276	47.9	11008
chr2	34128715	34133688	44.9	4973
chr2	34134288	34363728	41.5	229440
chr2	34364271	34376077	48.8	11806
chr2	34377129	34386585	45.7	9456
chr2	34387818	34389867	42.9	2049
chr2	34392104	34410063	42.9	17959
chr2	34412323	34425963	44.2	13640
chr2	34426110	34434876	42.4	8766
chr2	34435047	34465798	42.4	30751
chr2	34466583	34541578	46.7	74995
chr2	34542101	34557668	48	15567
chr2	34557733	34563008	42.9	5275
chr2	34563460	34596034	39	32574
chr2	34596790	34672352	40.9	75562
chr2	34672563	34704814	48.9	32251
chr2	34707741	34728109	44.7	20368
chr2	34730364	34732484	47.4	2120
chr2	34733231	34739365	50	6134
chr2	34739983	34742977	43.4	2994
chr2	34743681	34748563	45.3	4882
chr2	34749167	34751555	49	2388
chr2	34752835	34769850	40.5	17015
chr2	34770152	34777123	32.6	6971
chr2	34777668	34818996	36.8	41328
chr2	34819017	34821837	32.6	2820
chr2	34822096	35023495	47.6	201399
chr2	35023724	35393127	40.7	369403
chr2	35393907	35408352	41.4	14445
chr2	35408756	35419589	49.3	10833
chr2	35420108	35434800	21.4	14692
chr2	35435362	35441184	48.1	5822
chr2	35444628	35458601	47.4	13973
chr2	35459011	35745984	45.2	286973
chr2	35747106	35752957	45.8	5851
chr2	35754336	35755909	34.2	1573
chr2	35756166	35775320	27.8	19154
chr2	35778222	35781400	33.3	3178
chr2	35782638	35784241	41.7	1603
chr2	35784894	35789152	36.2	4258
chr2	35789482	35793662	46	4180
chr2	35793906	35799968	46.3	6062
chr2	35800432	35802089	47.4	1657
chr2	35803890	35806378	42.9	2488
chr2	35806603	35905806	41.4	99203
chr2	35906150	35909800	43.9	3650
chr2	35913350	35960122	45.9	46772
chr2	35967865	35969890	34.8	2025
chr2	35970485	35990066	25.6	19581
chr2	35990221	36012658	42.9	22437
chr2	36015404	36051039	45.5	35635
chr2	36052104	36607891	35.9	555787
chr2	36608329	36674540	46	66211
chr2	36677682	36679272	45.6	1590
chr2	36679812	36708717	49.3	28905
chr2	36709320	36710827	42.4	1507
chr2	36711072	36824917	44.8	113845
chr2	36829973	37239632	42.4	409659
chr2	37241370	37352526	42.6	111156
chr2	37354146	37477766	13	123620
chr2	37478526	37482411	37.5	3885
chr2	37484579	37532066	41.8	47487
chr2	37533837	37540346	30.2	6509
chr2	37542570	37585917	47.6	43347
chr2	37586366	37644882	49.2	58516
chr2	37645586	37647418	47.3	1832
chr2	37647489	37663951	46.3	16462
chr2	37665211	37666589	37	1378
chr2	37669247	37671274	47.8	2027
chr2	37671567	37714794	46.7	43227
chr2	37715953	37720730	42.6	4777
chr2	37722319	37734299	41.2	11980
chr2	37735709	37790329	42.2	54620
chr2	37790340	37817794	11.4	27454
chr2	37818428	37826120	46.5	7692
chr2	37826898	37834842	42	7944
chr2	37835358	38106501	49.1	271143
chr2	38106671	38138858	38.6	32187
chr2	38139475	38140781	45.5	1306
chr2	38143389	38158297	39.6	14908
chr2	38158866	38214154	47.5	55288
chr2	38214764	38217158	46.9	2394
chr2	38217375	38223162	46.2	5787
chr2	38225750	38392612	31.8	166862
chr2	38393683	38398547	47.6	4864
chr2	38399015	38403720	48.4	4705
chr2	38404431	38409910	44.7	5479
chr2	38410737	38444501	42.9	33764
chr2	38444595	38454995	46.2	10400
chr2	38455033	38457220	44.9	2187
chr2	38459633	38486277	37.5	26644
chr2	38486600	38495509	19.2	8909
chr2	38495525	38508679	16.7	13154
chr2	38508821	38511600	44.9	2779
chr2	38512369	38519990	43.4	7621
chr2	38520586	38537609	48.9	17023
chr2	38540062	38552684	43.9	12622
chr2	38553245	38663139	45.9	109894
chr2	38663650	38693190	37.5	29540
chr2	38693986	38710020	41.3	16034
chr2	38710022	38735966	24.4	25944
chr2	38738046	38742128	48	4082
chr2	38742604	38945571	48.8	202967
chr2	38945591	39471056	47.7	525465
chr2	39471522	39489596	47.1	18074
chr2	39489719	39636722	22.2	147003
chr2	39636931	39828509	43.5	191578
chr2	39828978	39843804	41.3	14826
chr2	39846475	39850362	40.7	3887
chr2	39850452	39852894	49	2442
chr2	39852905	39896575	42.9	43670
chr2	39897791	39898554	48.9	763
chr2	39901901	39905076	48.9	3175
chr2	39905357	39939770	48.2	34413
chr2	39940121	39946413	45.7	6292
chr2	39946852	39949722	43.4	2870
chr2	39949888	39967740	43.6	17852
chr2	39968209	39969555	32.7	1346
chr2	39969999	39975203	32	5204
chr2	39975841	39980113	41.7	4272
chr2	39981933	39982933	44.7	1000
chr2	39983513	39988824	47.7	5311
chr2	39990631	39991597	36.6	966
chr2	39993607	39994973	34.3	1366
chr2	39996628	39997132	41.5	504
chr2	40000795	40007957	44.9	7162
chr2	40008082	40021734	47.1	13652
chr2	40022572	40030525	43.1	7953
chr2	40032341	40033283	50	942
chr2	40036759	40040581	47.6	3822
chr2	40041642	40048496	40	6854
chr2	40049028	40065923	45.7	16895
chr2	40066864	40070421	43.5	3557
chr2	40070704	40073600	49.3	2896
chr2	40073791	40127332	46.9	53541
chr2	40127909	40131207	33.3	3298
chr2	40131623	40144366	38.8	12743
chr2	40144589	40201017	47.8	56428
chr2	40202654	40203512	44.2	858
chr2	40203556	40208823	43.1	5267
chr2	40209804	40242612	42.2	32808
chr2	40243805	40247293	34.1	3488
chr2	40247521	40249866	38.3	2345
chr2	40252001	40254751	35.4	2750
chr2	40255312	40261848	41.2	6536
chr2	40262207	40267804	45.3	5597
chr2	40268536	40286296	42.6	17760
chr2	40287383	40390304	50	102921
chr2	40390918	40397081	40	6163
chr2	40397767	40408513	45.5	10746
chr2	40410089	40441125	43.9	31036
chr2	40441437	40464376	35.2	22939
chr2	40465317	40575387	50	110070
chr2	40576066	40593387	31.6	17321
chr2	40594312	40597832	46.2	3520
chr2	40598158	40620726	43.9	22568
chr2	40621315	40622377	44.4	1062
chr2	40622579	40625473	49.1	2894
chr2	40626292	40630778	42.1	4486
chr2	40631819	40636370	45.2	4551
chr2	40636994	40685125	49	48131
chr2	40685976	40701609	43.2	15633
chr2	40702096	40704284	36	2188
chr2	40704882	40713732	40.8	8850
chr2	40714134	40730016	48.7	15882
chr2	40732374	40763739	46.7	31365
chr2	40764181	40768536	50	4355
chr2	40769071	40837486	46.2	68415
chr2	40838536	40906872	50	68336
chr2	40907073	40911524	40.4	4451
chr2	40912189	40961204	50	49015
chr2	40962200	40972245	47.6	10045
chr2	40973381	41015075	37.5	41694
chr2	41016181	41029207	43.4	13026
chr2	41029640	41036932	42.9	7292
chr2	41036955	41067939	10.2	30984
chr2	41068931	41072815	37.5	3884
chr2	41073143	41085761	35.7	12618
chr2	41086120	41088955	47.5	2835
chr2	41089857	41092928	46.9	3071
chr2	41093603	41104614	42.5	11011
chr2	41105344	41122069	45.5	16725
chr2	41124471	41129772	41.7	5301
chr2	41130420	41133842	45.1	3422
chr2	41134010	41135505	49.1	1495
chr2	41137905	41145414	48.2	7509
chr2	41145864	41172143	43.5	26279
chr2	41173383	41181256	47.4	7873
chr2	41182876	41191274	46.9	8398
chr2	41191897	41224814	41.7	32917
chr2	41225317	41238152	32.6	12835
chr2	41239103	41258928	43.6	19825
chr2	41260010	41263976	41.7	3966
chr2	41264290	41343009	46.3	78719
chr2	41343690	41398253	48	54563
chr2	41398438	41399763	42.6	1325
chr2	41401725	41404239	48.2	2514
chr2	41404759	41410206	47.1	5447
chr2	41410645	41412428	49	1783
chr2	41413021	41414035	45.7	1014
chr2	41415873	41416708	49	835
chr2	41420836	41428600	48.9	7764
chr2	41429138	41432408	41.2	3270
chr2	41433035	41436458	37	3423
chr2	41437750	41440793	42.9	3043
chr2	41444616	41452450	42.3	7834
chr2	41453081	41463853	40.4	10772
chr2	41464731	41479999	36.4	15268
chr2	41480914	41487123	47.4	6209
chr2	41487819	41491829	46.8	4010
chr2	41493073	41496246	42.9	3173
chr2	41497879	41498867	46.2	988
chr2	41500583	41501374	44.2	791
chr2	41503074	41504644	40.4	1570
chr2	41505291	41507798	40.4	2507
chr2	41509479	41511835	41.3	2356
chr2	41512848	41518588	45.3	5740
chr2	41519566	41522742	39.2	3176
chr2	41523545	41525580	42.9	2035
chr2	41526732	41527767	40.4	1035
chr2	41531912	41533550	39	1638
chr2	41537072	41545001	16.7	7929
chr2	41546864	41553979	48.6	7115
chr2	41554652	41577454	46.8	22802
chr2	41577768	41606671	40	28903
chr2	41607406	41608546	38.6	1140
chr2	41610330	41611316	48.5	986
chr2	41611861	41618316	45.9	6455
chr2	41619357	41622776	47.6	3419
chr2	41623171	41626574	48.9	3403
chr2	41626989	41630579	44.7	3590
chr2	41632747	41676224	41.5	43477
chr2	41677361	41783599	45.3	106238
chr2	41784020	41790582	50	6562
chr2	41791222	41800407	46.7	9185
chr2	41801079	41802454	44.2	1375
chr2	41803193	41804138	47.7	945
chr2	41804842	41807519	46.3	2677
chr2	41807833	41815210	38.1	7377
chr2	41815378	41821827	46.3	6449
chr2	41823619	41829775	50	6156
chr2	41829891	41836577	46.2	6686
chr2	41836857	41852752	46	15895
chr2	41852980	41868324	36.4	15344
chr2	41869397	41895673	48.9	26276
chr2	41895787	41898502	37.2	2715
chr2	41898652	41915557	36.8	16905
chr2	41915702	41921467	46.8	5765
chr2	41922277	42108833	45.8	186556
chr2	42109207	42125548	49.1	16341
chr2	42125594	42139019	40.7	13425
chr2	42139406	42166211	47.2	26805
chr2	42166456	42192158	38.3	25702
chr2	42192661	42482823	48.7	290162
chr2	42482866	42762604	11.4	279738
chr2	42763425	42767572	50	4147
chr2	42768229	42775750	46.2	7521
chr2	42776224	42783593	34.1	7369
chr2	42786661	42805834	45.3	19173
chr2	42806302	42850891	49	44589
chr2	42851419	42877568	38.6	26149
chr2	42877938	42882039	44.4	4101
chr2	42883511	42910610	48.9	27099
chr2	42910823	42927566	35.1	16743
chr2	42928193	42929051	45.7	858
chr2	42929288	42930446	42.9	1158
chr2	42930965	42951378	43.5	20413
chr2	42951386	42963964	41.7	12578
chr2	42964308	42971672	49	7364
chr2	42972036	43030453	48	58417
chr2	43032510	43052968	50	20458
chr2	43053509	43060104	49	6595
chr2	43062108	43067957	41.2	5849
chr2	43069386	43083990	46.5	14604
chr2	43084499	43120871	42.6	36372
chr2	43125211	43133641	44	8430
chr2	43133927	43301683	50	167756
chr2	43303311	43310739	46	7428
chr2	43310995	43315579	47.4	4584
chr2	43315927	43408689	42.9	92762
chr2	43408723	43833718	45.8	424995
chr2	43835221	43841373	42.3	6152
chr2	43842253	43847710	31.4	5457
chr2	43848832	43849832	30.8	1000
chr2	43850338	43852835	34	2497
chr2	43853286	43860862	42.2	7576
chr2	43861316	43869613	37.5	8297
chr2	43870599	43873559	41	2960
chr2	43874529	43885488	48.9	10959
chr2	43886007	43920583	39.1	34576
chr2	43920593	43921546	50	953
chr2	43922110	43924153	50	2043
chr2	43924168	43930383	47.6	6215
chr2	43931198	43967049	48.7	35851
chr2	43968108	43992257	49.1	24149
chr2	43992665	43995759	42.9	3094
chr2	43996634	43998831	38.3	2197
chr2	43999376	44010221	48.9	10845
chr2	44013708	44015716	43.1	2008
chr2	44018756	44020603	47.7	1847
chr2	44022920	44024232	48.6	1312
chr2	44025505	44060527	41.5	35022
chr2	44061206	44064841	36.8	3635
chr2	44065325	44066867	45.2	1542
chr2	44067361	44072363	40.6	5002
chr2	44073125	44074296	30	1171
chr2	44074658	44081607	37.9	6949
chr2	44082358	44083438	45.7	1080
chr2	44084782	44096959	48.7	12177
chr2	44097935	44116990	45.7	19055
chr2	44116998	44188442	49	71444
chr2	44188826	44253592	44.4	64766
chr2	44253892	44259442	36.1	5550
chr2	44260677	44269009	50	8332
chr2	44270331	44323921	36.1	53590
chr2	44323946	44325308	49	1362
chr2	44326086	44358726	48	32640
chr2	44358907	44402310	50	43403
chr2	44403012	44405973	47.9	2961
chr2	44407596	44480872	47.9	73276
chr2	44480906	44508622	42.6	27716
chr2	44509476	44593506	47.5	84030
chr2	44594182	44773682	36.4	179500
chr2	44773686	44843486	18	69800
chr2	44843634	44880320	48	36686
chr2	44881031	44916468	36.1	35437
chr2	44917236	44931632	47.3	14396
chr2	44932813	44949967	42	17154
chr2	44951046	44966081	40	15035
chr2	44966487	44982942	44.9	16455
chr2	44983242	44984415	37.1	1173
chr2	44984441	44985674	37.9	1233
chr2	44985712	44986775	38.9	1063
chr2	44991558	44993961	46.2	2403
chr2	44995120	45042267	41	47147
chr2	45043309	45067141	46.8	23832
chr2	45071755	45099393	37.5	27638
chr2	45100434	45124017	44.2	23583
chr2	45124020	45129181	44.4	5161
chr2	45130137	45133041	47.5	2904
chr2	45133123	45134874	41.7	1751
chr2	45137756	45142922	45.5	5166
chr2	45143679	45174952	44.3	31273
chr2	45175869	45179884	49	4015
chr2	45180112	45192277	49	12165
chr2	45192685	45225314	44.7	32629
chr2	45226241	45227377	45.7	1136
chr2	45227651	45228645	45.8	994
chr2	45228957	45232867	46	3910
chr2	45233571	45245153	44.9	11582
chr2	45245222	45775270	40.8	530048
chr2	45775378	45780327	41.7	4949
chr2	45780641	45829555	44.1	48914
chr2	45831362	45831987	40.5	625
chr2	45834374	45835263	48.9	889
chr2	45835699	45840422	50	4723
chr2	45842971	45869326	47.9	26355
chr2	45869836	45887910	43.4	18074
chr2	45888403	45889504	49.1	1101
chr2	45889997	45898140	10.3	8143
chr2	45898364	45903731	39	5367
chr2	45904058	45972072	41.1	68014
chr2	45973277	45974973	42.2	1696
chr2	45975196	45978175	35.6	2979
chr2	45979355	45988216	47.7	8861
chr2	45990847	46066126	44.9	75279
chr2	46067143	46240755	33.3	173612
chr2	46242185	46247691	49	5506
chr2	46247996	46250240	45.5	2244
chr2	46250886	46262068	48.3	11182
chr2	46262516	46265080	44.9	2564
chr2	46266066	46266934	44.2	868
chr2	46267237	46268408	39	1171
chr2	46268961	46335530	44.7	66569
chr2	46336111	46378207	44.4	42096
chr2	46379055	46418935	41.9	39880
chr2	46419842	46421080	47.7	1238
chr2	46423159	46432530	44.7	9371
chr2	46432834	46434698	45	1864
chr2	46435158	46447586	48.9	12428
chr2	46447962	46465852	49.1	17890
chr2	46466437	46480086	41.9	13649
chr2	46480701	46483543	46.8	2842
chr2	46484346	46488372	42.9	4026
chr2	46488457	46554388	42.6	65931
chr2	46555053	46660524	50	105471
chr2	46661057	46679068	47.1	18011
chr2	46679263	46753639	41.2	74376
chr2	46754559	46756522	30.9	1963
chr2	46756936	46791563	41.5	34627
chr2	46791574	46797783	47.5	6209
chr2	46798637	46815315	50	16678
chr2	46815918	46824995	43.2	9077
chr2	46825876	46842970	46.3	17094
chr2	46843902	47008379	47.7	164477
chr2	47009323	47025368	43.1	16045
chr2	47026376	47098162	46.7	71786
chr2	47099078	47099982	42.9	904
chr2	47100169	47105375	42.3	5206
chr2	47105745	47197945	42.6	92200
chr2	47198039	47201551	45.6	3512
chr2	47201789	47239215	42.6	37426
chr2	47240036	47248279	47.1	8243
chr2	47249315	47256564	46.9	7249
chr2	47257483	47272710	48.9	15227
chr2	47273994	47300877	44.7	26883
chr2	47301622	47303357	47.4	1735
chr2	47303850	47370399	48.1	66549
chr2	47370570	47438200	23.1	67630
chr2	47438790	47463556	44.4	24766
chr2	47463792	47649528	39.6	185736
chr2	47650059	47691159	45.7	41100
chr2	47692384	47718796	40.5	26412
chr2	47721365	47725911	48.8	4546
chr2	47726551	47729747	45.7	3196
chr2	47731302	48556140	48.1	824838
chr2	48557621	48567363	43.3	9742
chr2	48567417	48581334	50	13917
chr2	48581349	48609225	39.1	27876
chr2	48609942	48635808	45.9	25866
chr2	48636421	48779109	50	142688
chr2	48779644	48801959	43.1	22315
chr2	48802755	48806136	47.7	3381
chr2	48807134	48808668	41.3	1534
chr2	48809672	48811375	36.4	1703
chr2	48812349	48814421	34	2072
chr2	48814990	48823442	36	8452
chr2	48824122	48827125	48.9	3003
chr2	48829649	48830948	48.1	1299
chr2	48831639	48839483	45.6	7844
chr2	48839890	48842098	35.7	2208
chr2	48843214	48856802	39.1	13588
chr2	48856814	48870101	41.2	13287
chr2	48871171	48882649	47.1	11478
chr2	48883473	48890978	48.8	7505
chr2	48891775	48945644	48.8	53869
chr2	48945813	48955172	50	9359
chr2	48955516	49329130	45.6	373614
chr2	49329282	49411319	42.5	82037
chr2	49411534	49414829	48.6	3295
chr2	49415862	49417657	48.7	1795
chr2	49418200	49422189	47.8	3989
chr2	49428536	49429657	48.1	1121
chr2	49431327	49463571	48.3	32244
chr2	49464096	49468999	45.1	4903
chr2	49471473	49473710	48.1	2237
chr2	49474616	49477228	48	2612
chr2	49477643	49484418	45.8	6775
chr2	49484420	49540524	50	56104
chr2	49541056	49542925	44.2	1869
chr2	49543080	49740922	44.2	197842
chr2	49741267	49826262	41	84995
chr2	49826683	49864310	39.1	37627
chr2	49864695	49877171	45.7	12476
chr2	49877485	49878529	40.5	1044
chr2	49881284	49890840	48.8	9556
chr2	49891360	49903724	46.6	12364
chr2	49904363	49938862	48.9	34499
chr2	49939099	50042613	34.7	103514
chr2	50043648	50052341	46.5	8693
chr2	50053488	50059046	44.4	5558
chr2	50059810	50065566	42.9	5756
chr2	50066987	50215709	38.2	148722
chr2	50215776	50216525	44.7	749
chr2	50217192	50226284	45.5	9092
chr2	50226649	50228165	50	1516
chr2	50228498	50247780	50	19282
chr2	50248973	50280588	41.3	31615
chr2	50281478	50298241	42	16763
chr2	50299552	50325300	32.1	25748
chr2	50325388	50366952	15.8	41564
chr2	50367475	50369167	46.3	1692
chr2	50369331	50374844	50	5513
chr2	50375156	50378385	45.7	3229
chr2	50379075	50383803	46.7	4728
chr2	50384389	50392631	42.6	8242
chr2	50393034	50407141	42.6	14107
chr2	50407713	50459804	42.6	52091
chr2	50461865	50462875	44.1	1010
chr2	50463251	50467743	45.7	4492
chr2	50468816	50476038	43.2	7222
chr2	50477496	51163827	40.8	686331
chr2	51165003	51181025	45.9	16022
chr2	51181411	51205896	38.6	24485
chr2	51207333	51244691	50	37358
chr2	51244928	51286321	45	41393
chr2	51286452	51288314	44.4	1862
chr2	51290271	51292031	46.7	1760
chr2	51292336	51293928	47.2	1592
chr2	51294173	51296845	47.1	2672
chr2	51298620	51299938	44.4	1318
chr2	51301734	51303382	40.4	1648
chr2	51303837	51306964	34.5	3127
chr2	51308290	51309273	47.5	983
chr2	51312032	51312953	48.2	921
